WARNING 2023-11-06 03:31:27,099 log Not Found: /Core/Skin/Login.aspx
WARNING 2023-11-06 08:16:57,859 log Not Found: /shell.php
WARNING 2023-11-06 08:16:58,731 log Not Found: /up.php
WARNING 2023-11-06 08:16:59,461 log Not Found: /upload.php
WARNING 2023-11-06 08:17:00,310 log Not Found: /1.php
WARNING 2023-11-06 08:17:01,330 log Not Found: /x.php
WARNING 2023-11-06 08:17:02,225 log Not Found: /z.php
WARNING 2023-11-06 08:17:03,129 log Not Found: /a.php
WARNING 2023-11-06 08:17:03,877 log Not Found: /test.php
WARNING 2023-11-06 08:17:04,687 log Not Found: /wp.php
WARNING 2023-11-06 08:17:05,602 log Not Found: /alfa.php
WARNING 2023-11-06 08:17:06,442 log Not Found: /config.php
WARNING 2023-11-06 08:17:07,290 log Not Found: /templates/beez3/index.php
WARNING 2023-11-06 08:17:08,269 log Not Found: /about.php
WARNING 2023-11-06 08:17:09,314 log Not Found: /shells.php
WARNING 2023-11-06 08:21:39,934 log Not Found: /robots.txt
WARNING 2023-11-06 08:32:44,236 log Not Found: /.well-known/traffic-advice
WARNING 2023-11-06 08:35:47,871 log Not Found: /apple-touch-icon-152x152-precomposed.png
WARNING 2023-11-06 08:35:47,944 log Not Found: /apple-touch-icon-152x152.png
WARNING 2023-11-06 09:15:15,948 log Not Found: /airport-transfers-drummoyne/
WARNING 2023-11-06 09:28:04,946 log Not Found: /apple-touch-icon-120x120-precomposed.png
WARNING 2023-11-06 09:28:05,005 log Not Found: /apple-touch-icon-120x120.png
WARNING 2023-11-06 09:32:11,155 log Not Found: /.env
WARNING 2023-11-06 09:32:12,622 log Forbidden (Referer checking failed - no Referer.): /
WARNING 2023-11-06 09:44:52,954 log Not Found: /Core/Skin/Login.aspx
WARNING 2023-11-06 10:00:54,066 log Not Found: /robots.txt
WARNING 2023-11-06 10:03:00,328 log Not Found: /robots.txt
WARNING 2023-11-06 10:05:59,896 log Not Found: /wp-login.php
WARNING 2023-11-06 10:23:17,487 log Not Found: /shop/da/kategori/
WARNING 2023-11-06 10:35:09,178 log Not Found: /robots.txt
WARNING 2023-11-06 11:13:00,672 log Not Found: /robots.txt
WARNING 2023-11-06 11:13:01,887 log Not Found: /p2p.html/
WARNING 2023-11-06 11:16:41,150 log Not Found: /inputs.php
WARNING 2023-11-06 11:18:16,654 log Not Found: /Core/Skin/Login.aspx
WARNING 2023-11-06 11:20:37,632 log Not Found: /shop/de/product-category/neuankommlinge/
WARNING 2023-11-06 11:21:57,858 log Not Found: /airport-transfers-west-pennant-hills
WARNING 2023-11-06 11:33:10,627 log Not Found: /contact/
ERROR 2023-11-06 11:34:05,977 log Internal Server Error: /inquiry_details2/
Traceback (most recent call last):
  File "/home/ubuntu/github/easygo/venv/lib/python3.10/site-packages/django/core/handlers/exception.py", line 56, in inner
    response = get_response(request)
  File "/home/ubuntu/github/easygo/venv/lib/python3.10/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/github/easygo/basecamp/views.py", line 761, in inquiry_details2
    if request.is_ajax():
AttributeError: 'WSGIRequest' object has no attribute 'is_ajax'
WARNING 2023-11-06 11:39:13,522 log Not Found: /shop/ko/product/moncler-branson-클래식-모자-남성-다운-자켓-모자-보라색/
WARNING 2023-11-06 11:46:17,060 log Not Found: /.env
WARNING 2023-11-06 11:46:18,566 log Forbidden (Referer checking failed - no Referer.): /
